;Africa Eme.;Africa Front.;Asia Des.;Asia Eme.;Asia Front.;Chile;Europa Des.;Europa Eme.;Europa Front.;Latam Eme.;Latam Front.;M. Oriente Eme.;M. Oriente Front.;N/A;Norteamerica;OceanÃ­a;apac_(ex_japan)_fi;australia_&_new_zealand;azerbaijan;cash/equiv;cash_&_forwards;emerging_market_fi;europe_eq;europe_fi;faroe_islands;honduras;mexice;middle_east_&_africa;north_america_fi;otros;peopleã¢â¬â¢s_republic_of_china;technology;tãâ¼rkiye;uzbekistan;world
LP68553227;0,0;0,0;0,0;0,0;0,0;0,0;98,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,65;0,0;0,0;0,0;0,0;0,0
LP68553323;0,0;0,0;29,807;66,7234;0,0;0,0;0,6699;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8698;0,9299;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68555274;0,0;0,0;27,43;45,620000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,48;6,76;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,71;0,0;0,0;0,0;0,0;0,0
LP68556107;0,0;0,0;0,7;0,0;0,0;0,0;6,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,51;0,0;0,0;0,0;0,0;0,0
LP68556128;0,0;0,0;0,0;0,0;0,0;0,0;5,2243;0,0;0,0;0,0;0,0;0,0;0,0;0,0;94,7757;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68556199;0,76;1,47;1,26;0,0;0,0;0,0;4,32;0,0;0,0;0,0;0,0;0,0;0,0;0,0;78,72999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;13,46;0,0;0,0;0,0;0,0;0,0
LP68557992;0,0;0,0;16,33;0,0;0,0;0,0;22,310000000000002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;55,62;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,74;0,0;0,0;0,0;0,0;0,0
LP68558999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;91,41;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,59;0,0;0,0;0,0;0,0;0,0
LP68560453;0,0;0,0;3,62;5,06;0,0;0,0;40,910000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,970000000000006;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,44;0,0;0,0;0,0;0,0;0,0
LP68560460;0,0;0,0;3,62;5,06;0,0;0,0;40,910000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;39,970000000000006;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,44;0,0;0,0;0,0;0,0;0,0
LP68564085;0,0;0,0;0,0;0,0;0,0;0,0;94,28;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,72;0,0;0,0;0,0;0,0;0,0
LP68566416;0,0;0,0;15,01;1,77;0,0;0,0;10,780000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,330000000000005;5,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,73;0,0;0,0;0,0;0,0;0,0
LP68566418;0,0;0,0;15,01;1,77;0,0;0,0;10,780000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;62,330000000000005;5,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,73;0,0;0,0;0,0;0,0;0,0
LP68566752;0,0;0,0;0,0;0,0;0,0;0,0;97,89999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0
LP68567153;0,0;0,0;2,22;0,0;0,0;0,0;15,84;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,150000000000006;7,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,25;0,0;0,0;0,0;0,0;0,0
LP68567214;0,0;0,0;5,44;0,0;0,0;0,0;64,92999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;16,740000000000002;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,89;0,0;0,0;0,0;0,0;0,0
LP68567215;0,0;0,0;0,0;1,38;0,0;0,0;5,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92,17;0,36;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,41;0,0;0,0;0,0;0,0;0,0
LP68567352;0,0;0,4;0,4;0,0;0,0;0,0;3,5;0,0;0,0;0,0;0,8;0,0;0,0;0,0;93,2;0,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,3;0,0;0,0;0,0;0,0;0,0
LP68567724;0,0;0,0;0,0;0,0;0,0;4,87;0,0;0,0;0,0;89,02;0,65;0,0;0,0;0,0;1,37;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,09;0,0;0,0;0,0;0,0;0,0
LP68568815;0,0;0,0;1,71;2,71;0,0;49,92;6,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,62;0,0;0,0;0,0;0,0;0,0
LP68569466;0,0;0,0;1,66;0,24;0,0;0,0;27,44;0,0;0,0;0,54;0,0;0,0;0,0;0,0;67,23;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,89;0,0;0,0;0,0;0,0;0,0
LP68569642;0,0;0,0;0,0;2,04;0,0;0,0;40,550000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;48,26;2,97;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,18;0,0;0,0;0,0;0,0;0,0
LP68572764;0,0;0,0;0,0;0,0;0,0;0,0;1,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,68;0,0;0,0;0,0;0,0;0,0
LP68576113;0,0;0,0;0,0;0,7;0,0;0,0;2,1;0,2;0,0;2,1;0,0;0,0;0,0;0,0;93,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0
LP68578040;0,0;0,0;0,0;97,15;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,85;0,0;0,0;0,0;0,0;0,0
LP68579356;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68582933;0,0;0,0;0,0;0,0;0,0;0,0;40,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;52,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0
LP68583814;0,0;0,0;0,0;0,0;0,0;0,0;22,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;77,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68584446;0,0;0,0;0,89;3,2;0,0;0,0;2,04;0,0;0,0;0,0;1,5;0,0;0,0;0,0;91,89;0,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,21;0,0;0,0;0,0;0,0;0,0
LP68596156;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68596179;0,0;0,0;4,699999999999999;9,55;0,0;20,68;4,8;0,0;0,0;2,09;0,0;0,0;0,0;0,0;36,57;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,61;0,0;0,0;0,0;0,0;0,0
LP68599528;0,0;0,0;20,009999999999998;39,17;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,5;0,0;0,0;0,0;9,62;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;27,7;0,0;0,0;0,0;0,0;0,0
LP68599910;0,0;0,0;6,15;4,34;0,0;0,0;3,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;82,81;0,71;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,2800000000000002;0,0;0,0;0,0;0,0;0,0
LP68601898;0,0;0,0;6,85;11,84;0,0;0,0;9,24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,64;0,0;0,0;0,0;0,0;0,0
LP68603502;0,0;0,0;14,94;11,690000000000001;0,0;0,0;5,4399999999999995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,99;0,0;0,0;0,0;0,0;0,0
LP68604739;0,0;0,0;14,94;11,690000000000001;0,0;0,0;5,4399999999999995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,94;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,99;0,0;0,0;0,0;0,0;0,0
LP68605510;0,0;0,0;1,7400000000000002;0,0;0,0;0,0;18,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;55,97;0,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,66;0,0;0,0;0,0;0,0;0,0
LP68618278;0,0;0,0;0,0;97,23;0,0;0,0;0,58;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,19;0,0;0,0;0,0;0,0;0,0
LP68619239;0,0;0,0;0,0;4,2767;0,0;0,0;18,7336;0,0;0,0;0,0;2,4355;0,0;0,0;0,0;74,1353;0,4189;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68620092;0,0;0,0;0,0;0,0;0,0;0,0;22,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;77,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68620098;0,0;0,0;0,0;0,0;0,0;0,0;40,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;52,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;0,0;0,0;0,0;0,0;0,0
LP68620865;0,0;0,0;1,71;2,71;0,0;49,92;6,91;0,0;0,0;0,0;0,0;0,0;0,0;0,0;29,13;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,62;0,0;0,0;0,0;0,0;0,0
LP68621338;0,0;0,0;29,807;66,7234;0,0;0,0;0,6699;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8698;0,9299;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68621975;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;98,1;0,0;1,9;0,0;0,0;0,0
LP68622740;0,0;0,0;2,6;0,0;0,0;0,0;3,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0
LP68625794;0,0;0,0;6,38;0,0;0,0;0,0;50,260000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;30,85;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,51;0,0;0,0;0,0;0,0;0,0
LP68627166;0,0;0,0;0,0;0,0;0,0;0,0;2,48;0,0;0,0;0,0;1,46;0,0;0,0;0,0;94,15;1,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,22;0,0;0,0;0,0;0,0;0,0
LP68627275;0,0;0,0;15,309999999999999;25,169999999999998;0,0;0,0;22,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,75;0,0;0,0;0,0;0,0;0,0
LP68627278;0,0;0,0;15,309999999999999;25,169999999999998;0,0;0,0;22,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;8,75;0,0;0,0;0,0;0,0;0,0
LP68627291;0,0;0,0;7,59;13,99;0,0;0,0;27,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,63;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,06;0,0;0,0;0,0;0,0;0,0
LP68627295;0,0;0,0;7,59;13,99;0,0;0,0;27,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,63;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,06;0,0;0,0;0,0;0,0;0,0
LP68627367;0,0;0,0;6,15;3,31;0,0;0,0;19,61;0,0;0,0;0,0;0,0;0,0;0,0;0,0;63,02;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,91;0,0;0,0;0,0;0,0;0,0
LP68627680;0,0;0,0;0,0;0,32;0,0;0,0;3,2;0,0;0,0;0,0;2,96;0,0;0,0;0,0;89,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,05;0,0;0,0;0,0;0,0;0,0
LP68627956;0,0;0,0;6,34;2,7;0,0;0,0;28,910000000000004;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,47;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,58;0,0;0,0;0,0;0,0;0,0
LP68629118;0,0;0,0;6,85;11,84;0,0;0,0;9,24;0,0;0,0;0,0;0,0;0,0;0,0;0,0;54,43;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,64;0,0;0,0;0,0;0,0;0,0
LP68629119;0,0;0,0;3,0997;0,0;0,0;0,0;2,3298;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92,94069999999999;1,6298;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68629122;0,0;0,0;0,0;0,0;0,0;0,0;4,3096;0,0;0,0;0,0;0,0;0,0;0,0;0,0;95,6904;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68630345;0,0;0,0;0,0;0,0;0,0;0,0;21,5;0,0;0,0;2,25;0,0;0,0;0,0;0,0;74,45;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,8;0,0;0,0;0,0;0,0;0,0
LP68633925;0,0;0,0;3,9496;1,8398;0,0;0,0;1,0999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;93,1107;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68634381;0,0;0,0;0,0;9,69;0,0;0,0;16,89;0,0;0,0;3,39;0,0;0,0;0,0;0,0;68,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,53;0,0;0,0;0,0;0,0;0,0
LP68635470;0,0;0,0;2,26;0,0;0,0;0,0;4,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;64,14;0,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;28,93;0,0;0,0;0,0;0,0;0,0
LP68648959;0,0;0,0;5,17;7,1;0,0;0,0;15,860000000000001;0,0;0,0;0,0;0,0;0,0;0,0;0,0;60,379999999999995;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,49;0,0;0,0;0,0;0,0;0,0
LP68649409;0,0;0,0;0,0;2,9699999999999998;0,0;0,0;17,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;63,14;11,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,09;0,0;0,0;0,0;0,0;0,0
LP68649410;0,0;0,0;0,0;2,9699999999999998;0,0;0,0;17,7;0,0;0,0;0,0;0,0;0,0;0,0;0,0;63,14;11,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,09;0,0;0,0;0,0;0,0;0,0
LP68651578;0,0;0,0;0,0;0,0;0,0;0,0;61,260000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,73;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,01;0,0;0,0;0,0;0,0;0,0
LP68651834;0,0;0,0;2,2;5,7;0,0;2,32;7,3100000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;44,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;37,55;0,0;0,0;0,0;0,0;0,0
LP68656563;0,0;0,0;8,32;7,76;0,0;0,0;32,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,769999999999996;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0
LP68662956;0,0;0,0;8,32;7,76;0,0;0,0;32,35;0,0;0,0;0,0;0,0;0,0;0,0;0,0;45,769999999999996;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;5,8;0,0;0,0;0,0;0,0;0,0
LP68669835;0,0;0,0;1,7400000000000002;0,0;0,0;0,0;18,09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;55,97;0,54;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,66;0,0;0,0;0,0;0,0;0,0
LP68678111;0,0;0,0;9,68;0,0;0,0;0,0;33,010000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;56,9;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,41;0,0;0,0;0,0;0,0;0,0
LP68679732;0,0;0,0;2,01;0,0;0,0;0,0;27,11;0,0;0,0;0,0;0,0;0,0;0,0;0,0;25,15;6,74;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;38,99;0,0;0,0;0,0;0,0;0,0
LP68684366;0,0;0,0;0,0;0,0;0,0;0,0;6,79;0,0;0,0;0,0;0,0;0,0;0,0;0,0;92,77;0,44;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68696637;0,0;0,0;2,09;0,0;0,0;0,0;25,27;0,0;0,0;0,0;0,0;0,0;0,0;0,0;23,0;6,52;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;43,12;0,0;0,0;0,0;0,0;0,0
LP68706261;0,0;0,0;0,0;0,0;0,0;0,0;1,22;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,9;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;96,68;0,0;0,0;0,0;0,0;0,0
LP68717425;0,0;0,0;0,0;0,0;0,0;23,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;76,86;0,0;0,0;0,0;0,0;0,0
LP68717426;0,0;0,0;0,0;0,0;0,0;23,14;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;76,86;0,0;0,0;0,0;0,0;0,0
LP68717622;0,0;0,0;0,0;0,0;0,0;68,99;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;31,01;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68725174;0,0;0,0;0,0;1,92;0,0;0,0;5,609999999999999;0,0;0,0;0,0;0,0;0,0;0,0;0,0;91,19;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,28;0,0;0,0;0,0;0,0;0,0
LP68732619;0,0;0,0;0,0;0,0;0,0;0,0;3,46;0,0;0,0;0,0;0,0;0,0;0,0;0,0;94,67;1,67;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,2;0,0;0,0;0,0;0,0;0,0
LP68748303;0,0;0,0;3,57;0,0;0,0;0,0;30,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;40,44;5,65;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,24;0,0;0,0;0,0;0,0;0,0
LP68754212;0,0;0,0;0,0;0,0;0,0;0,0;98,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,31;0,0;0,0;0,0;0,0;0,0
LP68754213;0,0;0,0;0,0;0,0;0,0;0,0;98,69;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,31;0,0;0,0;0,0;0,0;0,0
LP68754553;0,0;0,0;0,0;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68761558;0,0;0,0;2,09;0,0;0,0;0,0;4,93;0,0;0,0;0,0;0,0;0,0;0,0;0,0;89,38;1,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,39;0,0;0,0;0,0;0,0;0,0
LP68762660;0,0;0,0;0,0;0,0;0,0;99,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,18;0,0;0,0;0,0;0,0;0,0
LP68762663;0,0;0,0;0,0;0,0;0,0;99,82;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,18;0,0;0,0;0,0;0,0;0,0
LP68763093;0,0;0,0;2,09;0,0;0,0;0,0;4,93;0,0;0,0;0,0;0,0;0,0;0,0;0,0;89,38;1,21;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,39;0,0;0,0;0,0;0,0;0,0
LP68768816;0,0;0,0;5,19;0,0;0,0;0,0;23,92;0,0;0,0;0,0;0,0;0,0;0,0;0,0;70,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,09;0,0;0,0;0,0;0,0;0,0
LP68770865;2,56;0,0;14,92;63,040000000000006;0,0;0,0;0,0;0,0;0,0;5,24;0,0;3,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;10,56;0,0;0,0;0,0;0,0;0,0
LP68774449;0,0;0,0;100,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
LP68775886;0,0;0,0;0,0;0,0;0,0;5,66;0,0;0,0;0,0;91,35999999999999;1,38;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0,0;0,0;0,0;0,0;0,0
LP68778479;0,0;0,0;0,0;0,0;0,0;0,0;59,120000000000005;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,25;4,68;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;32,95;0,0;0,0;0,0;0,0;0,0
